iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
121,"(17, 13)","(16, 13)",East,"[(17, 12), (18, 13), (16, 13)]","[(17, 13)]","[(18, 13), (17, 12)]",122,42,0,42
122,"(17, 12)","(17, 13)",South,"[(17, 13), (17, 11)]","[(18, 13), (17, 12)]","[(17, 11), (18, 13)]",123,43,0,43
123,"(18, 13)","(17, 13)",East,"[(19, 13), (17, 13)]","[(17, 11), (18, 13)]","[(19, 13), (17, 11)]",124,43,0,43
124,"(17, 11)","(17, 12)",South,"[(17, 12), (17, 10)]","[(19, 13), (17, 11)]","[(17, 10), (19, 13)]",125,44,0,44
125,"(19, 13)","(18, 13)",East,"[(19, 12), (20, 13), (18, 13)]","[(17, 10), (19, 13)]","[(20, 13), (19, 12), (17, 10)]",126,44,0,44
126,"(17, 10)","(17, 11)",South,"[(17, 11), (17, 9)]","[(20, 13), (19, 12), (17, 10)]","[(17, 9), (20, 13), (19, 12)]",127,45,0,45
127,"(19, 12)","(19, 13)",South,"[(19, 13), (19, 11)]","[(17, 9), (20, 13), (19, 12)]","[(19, 11), (17, 9), (20, 13)]",128,45,0,45
128,"(20, 13)","(19, 13)",East,"[(21, 13), (19, 13)]","[(19, 11), (17, 9), (20, 13)]","[(21, 13), (19, 11), (17, 9)]",129,45,0,45
129,"(17, 9)","(17, 10)",South,"[(17, 10), (18, 9)]","[(21, 13), (19, 11), (17, 9)]","[(18, 9), (21, 13), (19, 11)]",130,46,0,46
130,"(19, 11)","(19, 12)",South,"[(19, 12)]","[(18, 9), (21, 13), (19, 11)]","[(18, 9), (21, 13)]",131,46,0,46
131,"(21, 13)","(20, 13)",East,"[(21, 14), (21, 12), (20, 13)]","[(18, 9), (21, 13)]","[(21, 12), (21, 14), (18, 9)]",132,46,0,46
132,"(18, 9)","(17, 9)",East,"[(19, 9), (17, 9)]","[(21, 12), (21, 14), (18, 9)]","[(19, 9), (21, 12), (21, 14)]",133,47,0,47
133,"(21, 14)","(21, 13)",North,"[(21, 15), (21, 13)]","[(19, 9), (21, 12), (21, 14)]","[(21, 15), (19, 9), (21, 12)]",134,47,0,47
