iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
64,"(25, 16)","(26, 16)",West,"[(25, 15), (26, 16), (24, 16)]","[(25, 16), (25, 2), (27, 6)]","[(27, 6), (25, 2), (25, 15), (24, 16)]",65,5.948822945356369e-08,0,5.948822945356369e-08
65,"(27, 6)","(27, 5)",North,"[(27, 7), (27, 5)]","[(27, 6), (25, 2), (25, 15), (24, 16)]","[(27, 7), (25, 2), (25, 15), (24, 16)]",66,6.600748747587204e-08,0,6.600748747587204e-08
66,"(27, 7)","(27, 6)",North,"[(27, 8), (27, 6)]","[(27, 7), (25, 2), (25, 15), (24, 16)]","[(25, 2), (27, 8), (25, 15), (24, 16)]",67,7.345806807279587e-08,0,7.345806807279587e-08
67,"(25, 2)","(26, 2)",West,"[(26, 2), (24, 2)]","[(25, 2), (27, 8), (25, 15), (24, 16)]","[(27, 8), (24, 16), (25, 15), (24, 2)]",68,8.09086486697197e-08,0,8.09086486697197e-08
68,"(27, 8)","(27, 7)",North,"[(27, 9), (27, 7)]","[(27, 8), (24, 16), (25, 15), (24, 2)]","[(27, 9), (25, 15), (24, 2), (24, 16)]",69,8.09086486697197e-08,0,8.09086486697197e-08
69,"(27, 9)","(27, 8)",North,"[(27, 8), (26, 9)]","[(27, 9), (25, 15), (24, 2), (24, 16)]","[(25, 15), (26, 9), (24, 2), (24, 16)]",70,8.835922926664352e-08,0,8.835922926664352e-08
70,"(25, 15)","(25, 16)",South,"[(25, 16), (25, 14)]","[(25, 15), (26, 9), (24, 2), (24, 16)]","[(26, 9), (24, 16), (24, 2), (25, 14)]",71,8.9290551841259e-08,0,8.9290551841259e-08
71,"(26, 9)","(27, 9)",West,"[(27, 9), (25, 9)]","[(26, 9), (24, 16), (24, 2), (25, 14)]","[(24, 16), (25, 14), (24, 2), (25, 9)]",72,1.0326039046049118e-07,0,1.0326039046049118e-07
72,"(24, 16)","(25, 16)",West,"[(25, 16), (23, 16)]","[(24, 16), (25, 14), (24, 2), (25, 9)]","[(25, 14), (25, 9), (24, 2), (23, 16)]",73,1.1909287422895432e-07,0,1.1909287422895432e-07
73,"(25, 14)","(25, 15)",South,"[(25, 15), (26, 14)]","[(25, 14), (25, 9), (24, 2), (23, 16)]","[(25, 9), (26, 14), (24, 2), (23, 16)]",74,1.1909287422895432e-07,0,1.1909287422895432e-07
